Rank,Song,Artist,Last_Week,Peak_Position,Weeks_on_Chart,Date
42,Wanna Be,GloRilla & Megan Thee Stallion,41,41,2,2024-06-22
43,Eek!,Surasshu,NEW,43,1,2024-06-22
44,Crazy,Stephen Kramer Glickman Featuring Marza Wilks,17,6,4,2024-06-22
45,Montagem Rave Eterno,dj Samir & Fyex,NEW,45,1,2024-06-22
46,Heat Waves,Glass Animals,NEW,46,1,2024-06-22
47,Houdini,Eminem,16,16,2,2024-06-22
48,High Road,Koe Wetzel & Jessie Murph,NEW,48,1,2024-06-22
49,Pedro,"Jaxomy, Agatino Romero & Raffaella Carra",47,5,9,2024-06-22
50,Symphonia IX,Current Joys,33,16,6,2024-06-22
1,Million Dollar Baby,Tommy Richman,1,1,8,2024-06-29
2,Nasty,Tinashe,3,2,6,2024-06-29
3,Please Please Please,Sabrina Carpenter,2,2,3,2024-06-29
4,Birds Of A Feather,Billie Eilish,4,3,5,2024-06-29
5,Not Like Us,Kendrick Lamar,7,2,7,2024-06-29
6,Tell Ur Girlfriend,Lay Bankz,6,1,11,2024-06-29
7,Kehlani,Jordan Adetunji,25,7,3,2024-06-29
8,U My Everything,Sexyy Red & Drake,5,2,4,2024-06-29
9,You Look Like You Love Me,Ella Langley Featuring Riley Green,NEW,9,1,2024-06-29
10,Gata Only,FloyyMenor X Cris Mj,8,5,16,2024-06-29
11,Fake Jammin,Sexyy Red,10,10,3,2024-06-29
12,Okay,JT,16,12,5,2024-06-29
13,PORSCHE (Slowed Down),NXY0TAR0,9,9,3,2024-06-29
14,Wildflower,Billie Eilish,13,13,5,2024-06-29
15,Scott Street,Phoebe Bridgers,15,5,9,2024-06-29
16,Not-My-Problem,Laila!,31,16,2,2024-06-29
17,Swimming Pools (Drank) Extended Version,Kendrick Lamar,12,12,5,2024-06-29
18,Si No Quieres No,Luis R Conriquez x Neton Vega,11,9,10,2024-06-29
19,"Me, Myself & I",G-Eazy x Bebe Rexha,14,14,3,2024-06-29
20,Espresso,Sabrina Carpenter,24,17,6,2024-06-29
21,Close,Cayo Featuring soser,20,9,6,2024-06-29
22,Pink Skies,Zach Bryan Featuring Watchouse,30,16,5,2024-06-29
23,Jennifer,Trinidad Cardona,19,19,2,2024-06-29
24,No Contempt,Lelo,NEW,24,1,2024-06-29
25,Shake Dat Ass (Twerk Song),BossMan Dlow,NEW,25,1,2024-06-29
26,A Bar Song (Tipsy),Shaboozey,28,3,9,2024-06-29
27,BAND4BAND,Central Cee & Lil Baby,21,8,4,2024-06-29
28,Take A Slice,Glass Animals,RE-ENTRY,28,3,2024-06-29
29,Get It Sexyy,Sexyy Red,32,5,15,2024-06-29
30,A Summer Place,Hollywood Strings Orchestra,36,30,2,2024-06-29
31,You Got Me Worse,i don't like mirrors,23,23,2,2024-06-29
32,Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",27,5,6,2024-06-29
33,Talk My Shit,BossMan Dlow,34,5,12,2024-06-29
34,Broccoli,D.R.A.M. Featuring Lil Yachty,NEW,34,1,2024-06-29
35,Wanna Be,GloRilla & Megan Thee Stallion,42,35,3,2024-06-29
36,Sexyy Love Money,Sexyy Red & VonOff1700,40,36,2,2024-06-29
37,Lady Killers II (Christoph Andersson Remix),G-Eazy,35,2,14,2024-06-29
38,No Flex Zone (Remix),Rae Sremmurd,NEW,38,1,2024-06-29
39,Life Letters,Never Get Used To People,NEW,39,1,2024-06-29
40,Looking For The Hoes (Ain't My Fault),Sexyy Red,RE-ENTRY,19,7,2024-06-29
41,Anything,Adrianne Lenker,38,8,12,2024-06-29
42,Fantasmas,HUMBE,26,20,9,2024-06-29
43,Kompa Pasion,frozy,NEW,43,1,2024-06-29
44,I Like The Way You Kiss Me,Artemas,39,2,13,2024-06-29
45,Back It Up And Dump It (Dump Truck),"Kinfolk Thugs, GC Eternal & Tyme Bomb",RE-ENTRY,4,18,2024-06-29
46,I Know You,Faye Webster,NEW,46,1,2024-06-29
47,Rock Your Hips,"310babii, OhGeesy & BlueBucksClan Or & Saweetie",17,6,3,2024-06-29
48,Nights Like This,The Kid LAROI,NEW,48,1,2024-06-29
49,Crazy,Stephen Kramer Glickman Featuring Marza Wilks,44,6,5,2024-06-29
50,Symphonia IX,Current Joys,50,16,7,2024-06-29
1,Million Dollar Baby,Tommy Richman,1,1,9,2024-07-06
2,Nasty,Tinashe,2,2,7,2024-07-06
3,Please Please Please,Sabrina Carpenter,3,2,4,2024-07-06
4,Birds Of A Feather,Billie Eilish,4,3,6,2024-07-06
5,You Look Like You Love Me,Ella Langley Featuring Riley Green,9,5,2,2024-07-06
6,Kehlani,Jordan Adetunji,7,6,4,2024-07-06
7,Not Like Us,Kendrick Lamar,5,2,8,2024-07-06
8,Tell Ur Girlfriend,Lay Bankz,6,1,12,2024-07-06
9,Shake Dat Ass (Twerk Song),BossMan Dlow,25,9,2,2024-07-06
10,Just Know,BlackMayo,NEW,10,1,2024-07-06
11,sniper gonna fuk,sniper2004,NEW,11,1,2024-07-06
12,Gata Only,FloyyMenor X Cris Mj,10,5,17,2024-07-06
13,Si Antes Te Hubiera Conocido,Karol G,NEW,13,1,2024-07-06
14,Yo Bunny,prodbycpkshawn & uglyandz,NEW,14,1,2024-07-06
15,U My Everything,Sexyy Red & Drake,8,2,5,2024-07-06
16,Fake Jammin,Sexyy Red,11,10,4,2024-07-06
17,Work,Iggy Azalea,NEW,17,1,2024-07-06
18,Okay,JT,12,12,6,2024-07-06
19,Not-My-Problem,Laila!,16,16,3,2024-07-06
20,Scott Street,Phoebe Bridgers,15,5,10,2024-07-06
21,It Boy,bbno$,NEW,21,1,2024-07-06
22,Take A Slice,Glass Animals,28,22,4,2024-07-06
23,Kompa Pasion,frozy,43,23,2,2024-07-06
24,Wildflower,Billie Eilish,14,13,6,2024-07-06
25,Close,Cayo Featuring soser,21,9,7,2024-07-06
26,Espresso,Sabrina Carpenter,20,17,7,2024-07-06
27,Swimming Pools (Drank) Extended Version,Kendrick Lamar,17,12,6,2024-07-06
28,Si No Quieres No,Luis R Conriquez x Neton Vega,18,9,11,2024-07-06
29,Pink Skies,Zach Bryan Featuring Watchouse,22,16,6,2024-07-06
30,End Of Beginning,Djo,RE-ENTRY,1,17,2024-07-06
31,Wanna Be,GloRilla & Megan Thee Stallion,35,31,4,2024-07-06
32,Bejeweled,Taylor Swift,RE-ENTRY,25,3,2024-07-06
33,Nights Like This,The Kid LAROI,48,33,2,2024-07-06
34,No Contempt,Lelo,24,24,2,2024-07-06
35,A Bar Song (Tipsy),Shaboozey,26,3,10,2024-07-06
36,Fantasmas,HUMBE,42,20,10,2024-07-06
37,"Me, Myself & I",G-Eazy x Bebe Rexha,19,14,4,2024-07-06
38,"Bundle of Joy (From ""Inside Out"")",Mark Northam,NEW,38,1,2024-07-06
39,Get It Sexyy,Sexyy Red,29,5,16,2024-07-06
40,Looking For The Hoes (Ain't My Fault),Sexyy Red,40,19,8,2024-07-06
41,Coney Island Baby,The Excellents,NEW,41,1,2024-07-06
42,Jennifer,Trinidad Cardona,23,19,3,2024-07-06
43,BAND4BAND,Central Cee & Lil Baby,27,8,5,2024-07-06
44,PORSCHE (Slowed Down),NXY0TAR0,13,9,4,2024-07-06
45,She's Back,Sexyy Red,NEW,45,1,2024-07-06
46,Champagne Coast,Blood Orange,NEW,46,1,2024-07-06
47,Lady Killers II (Christoph Andersson Remix),G-Eazy,37,2,15,2024-07-06
48,Magic Johnson,ian,NEW,48,1,2024-07-06
49,Candy,Doja Cat,NEW,49,1,2024-07-06
50,Devil Is A Lie,Tommy Richman,NEW,50,1,2024-07-06
